Order_ID,Order_Date,Customer_ID,Customer_Name,City,Product_Category,Product_Name,Sales_Channel,Quantity,Unit_Price,Discount_%,Total_Sales,Customer_Rating
ORD10064,2025/10/28,CUST6881,Sneha,Bengaluru,Frozen Foods,Cake,Web,4,499.7,15,1698.98,4.0
ORD10050,21-05-2025,CUST4588,Ravi,Bangalore,Bakery,Cake,Web,5,392.36,5,1863.71,3.0
ORD10066,04 Dec 2025,CUST5835,Kiran,Chennai,Frozen Foods,Chips,Mobile App,8,36.01,10,259.27,1.0
ORD10067,09 Mar 2025,CUST6549,Rahul,HYD,Dairy,Ice Cream,Online,5,458.74,15,1949.64,3.0
ORD10068,26 Apr 2025,CUST5295,Sneha,Mumbai,Frozen Foods,Cookies,Web,7,26.68,20,149.41,3.0
ORD10069,2025/04/30,CUST5951,Ravi,Mumbai,Snacks,Cookies,Offline,4,330.87,25,992.61,
ORD10070,2025/01/20,CUST9850,Vijay,Mumbai,Bakery,Bread,Offline,3,206.55,10,557.69,
ORD10071,02-12-2025,CUST2627,Vijay,Chennai,Bakery, Ice Cream ,Web,6,124.29,15,633.88,3.0
ORD10072,22-05-2025,CUST6464,Sita,Bangalore,Beverages,Cake,Store,4,328.02,20,1049.66,1.0
ORD10073,11-10-2025,CUST3129,Anil,Bengaluru,Beverages,Bread,Online,3,398.55,20,-956.52,2.0
ORD10074,14-01-2025,CUST9619,Ravi,HYD,Frozen Foods,Bread,Online,1,103.64,0,103.64,4.0
ORD10075,05 Jul 2025,CUST1510,Sita,Hyderabad,Dairy,Bread,Mobile App,1,369.08,25,276.81,4.0
ORD10076,2025/02/25,CUST9984,Vijay,Chennai,Dairy,Soft Drink,Store,3,51.53,10,139.13,5.0
ORD10077,21 Aug 2025,CUST7779,Sneha,Chennai,Dairy,Soft Drink,Mobile App,9,366.0,5,3129.3,2.0
ORD10078,2025/02/18,CUST2527,Sneha,Mumbai,Snacks,Ice Cream,Web,3,349.67,15,891.66,1.0
ORD10079,12-10-2025,CUST6119,Rahul,Chennai,Snacks,Juice,Store,7,436.68,25,2292.57,3.0
ORD10080,21 Mar 2025,CUST1430,Vijay,Bengaluru,Snacks,Soft Drink,Offline,9,196.43,10,1591.08,4.0
ORD10081,2025/06/08,CUST2503,,Bangalore,Dairy,Milk,Mobile App,7,53.4,25,280.35,1.0
ORD10082,2025/03/22,CUST5458,Priya,Pune,Frozen Foods,Soft Drink,Mobile App,3,95.56,20,229.34,1.0
ORD10083,2025/08/15,CUST6053,Priya,Hyderabad,Beverages,Soft Drink,Mobile App,2,155.96,25,233.94,5.0
ORD10084,29-01-2025,CUST8055,Anil,Hyderabad City,Beverages,Bread,Mobile App,5,158.93,0,-794.65,
ORD10085,28 Apr 2025,CUST7626,Rahul,Mumbai,Beverage,Chips,Online,8,462.16,10,3327.55,5.0
ORD10086,16-06-2025,CUST7484,Vijay,Bengaluru,Frozen Foods,Cookies,Web,2,136.79,20,218.86,1.0
ORD10087,28-03-2025,CUST2684,Sita,Hyderabad City,Beverage,Bread,Offline,6,188.53,25,848.38,2.0
ORD10088,20 Mar 2025,CUST6295,Sita,Chennai,Beverages,Cake,Mobile App,10,384.74,15,3270.29,5.0
ORD10089,15 Aug 2025,CUST5703,Priya,HYD,Frozen Foods,Chips,Online,2,169.0,15,287.3,3.0
ORD10090,2025/09/17,CUST3471,Vijay,Hyderabad,Dairy,Chips,Online,10,332.88,10,2995.92,5.0
ORD10091,25 Jun 2025,CUST6962,Sita,Chennai,Beverage, Milk ,Mobile App,8,495.67,20,3172.29,2.0
ORD10092,23 Jun 2025,CUST3463,Ravi,Chennai,Snacks,Cookies,Store,2,287.82,15,489.29,
ORD10093,2025/06/29,CUST9624,Sneha,HYD,Frozen Foods,Soft Drink,Mobile App,7,328.88,10,2071.94,
ORD10094,2025/01/10,CUST2657,Priya,Hyderabad,Frozen Foods,Bread,Web,8,112.16,5,852.42,3.0
ORD10095,13-11-2025,CUST7731,Sneha,Chennai,Frozen Foods,Milk,Offline,10,408.34,5,3879.23,1.0
ORD10096,2025/11/09,CUST8218,Vijay,Pune,Beverage,Bread,Mobile App,8,453.91,5,3449.72,5.0
ORD10097,03-08-2025,CUST9452,Anil,HYD,Beverage,Milk,Online,1,327.77,10,294.99,1.0
ORD10098,2025/05/20,CUST1872,Kiran,Mumbai,Bakery,Soft Drink,Web,4,412.02,10,1483.27,4.0
ORD10099,2025/02/11,CUST3273,,Pune,Dairy,Soft Drink,Store,6,399.86,5,2279.2,4.0
ORD10010,2025/01/10,CUST8489,Anil,HYD,Snacks,Juice,Mobile App,5,134.07,0,670.35,4.0
ORD10101,09 Jan 2025,CUST2402,Anil,Chennai,Snacks,Ice Cream,Store,10,189.35,20,1514.8,
ORD10102,17 Sep 2025,CUST2106,Ravi,Chennai,Beverages,Cake,Online,7,490.9,10,3092.67,3.0
ORD10103,20-06-2025,CUST8840,Ravi,Hyderabad City,Beverages,Cookies,Online,3,418.58,25,941.81,
ORD10104,23-08-2025,CUST8756,Priya,Bengaluru,Snacks,Bread,Offline,6,468.02,20,2246.5,5.0
ORD10105,25 Jan 2025,CUST9129,Rahul,Pune,Beverage,Cookies,Store,7,376.79,15,2241.9,2.0
ORD10106,12 Feb 2025,CUST8305,Sneha,Mumbai,Beverages,Milk,Mobile App,6,69.25,10,373.95,3.0
ORD10107,22 Jan 2025,CUST3621,Rahul,Hyderabad,Beverages,Juice,Store,1,56.02,25,42.02,5.0
ORD10108,13-08-2025,CUST7095,Kiran,Pune,Snacks,Cookies,Store,10,35.54,5,337.63,3.0
ORD10109,2025/07/07,CUST2929,Rahul,Bengaluru,Beverage,Bread,Mobile App,1,373.12,15,317.15,5.0
ORD10110,2025/11/10,CUST6236,Vijay,Chennai,Frozen Foods,Milk,Online,8,102.88,25,617.28,1.0
ORD10111,2025/05/29,CUST9094,Kiran,Hyderabad,Beverage,Milk,Store,9,127.64,5,1091.32,2.0
ORD10112,28 Aug 2025,CUST7708,Kiran,HYD,Beverages,Soft Drink,Web,7,499.81,25,2624.0,4.0
ORD10113,2025/08/19,CUST3507,Rahul,Bengaluru,Beverages,Milk,Offline,3,227.66,0,682.98,5.0
ORD10114,30-12-2025,CUST5961,Rahul,HYD,Bakery,Ice Cream,Offline,5,114.22,20,456.88,
ORD10115,25-10-2025,CUST5336,Kiran,Bangalore,Bakery,Cookies,Mobile App,10,39.77,0,397.7,
ORD10116,2025/01/16,CUST8202,Priya,Mumbai,Dairy,Ice Cream,Mobile App,7,162.77,0,1139.39,2.0
ORD10117,07-11-2025,CUST2739,Rahul,Chennai,Beverages,Cookies,Mobile App,6,488.18,5,2782.63,5.0
ORD10118,19-08-2025,CUST6123,Kiran,Bangalore,Beverages,Ice Cream,Mobile App,10,220.7,5,2096.65,5.0
ORD10119,2025/08/28,CUST1797,Priya,Hyderabad,Beverage,Soft Drink,Mobile App,9,239.47,5,2047.47,3.0
ORD10120,01 Dec 2025,CUST6995,Vijay,Hyderabad,Dairy,Chips,Online,7,84.29,10,531.03,4.0
ORD10121,2025/04/10,CUST3108,Priya,HYD,Dairy,Cake,Web,5,416.15,20,1664.6,1.0
ORD10122,23 Jun 2025,CUST6456,Rahul,Pune,Bakery,Bread,Mobile App,7,260.04,0,1820.28,
ORD10123,21-09-2025,CUST9351,Rahul,Pune,Frozen Foods,Cookies,Store,10,374.87,10,3373.83,5.0
ORD10124,2025/01/09,CUST4728,Rahul,Hyderabad,Bakery,Juice,Mobile App,1,306.52,10,275.87,5.0
ORD10125,19 Nov 2025,CUST7765,Sneha,Bangalore,Dairy, Bread ,Store,2,111.58,15,189.69,2.0
ORD10126,30 Aug 2025,CUST9734,Ravi,Chennai,Bakery,Bread,Web,8,272.23,10,1960.06,4.0
ORD10127,15 Dec 2025,CUST5735,Priya,Bangalore,Frozen Foods,Bread,Mobile App,5,287.88,5,1367.43,3.0
ORD10128,28 Jun 2025,CUST2294,Priya,Chennai,Dairy,Juice,Web,7,412.82,5,2745.25,3.0
ORD10129,20-04-2025,CUST9700,Priya,Bangalore,Frozen Foods,Ice Cream,Offline,10,375.63,5,3568.49,
ORD10130,2025/07/31,CUST8822,Vijay,Bangalore,Beverage, Milk ,Web,9,489.4,5,4184.37,4.0
ORD10131,31-01-2025,CUST7504,Anil,Pune,Beverages,Chips,Web,3,220.58,5,628.65,1.0
ORD10132,2025/01/05,CUST5470,Sita,Bangalore,Snacks,Cookies,Web,9,271.67,5,2322.78,4.0
ORD10133,23 Aug 2025,CUST7643,Priya,Mumbai,Bakery,Chips,Web,5,292.53,5,1389.52,
ORD10134,09-12-2025,CUST6400,Kiran,Bengaluru,Bakery,Cake,Store,4,23.28,15,79.15,3.0
ORD10092,21-12-2025,CUST2923,Ravi,Bengaluru,Beverage,Cake,Store,7,349.32,25,1833.93,
ORD10136,2025/03/10,CUST5054,Kiran,HYD,Bakery,Cookies,Mobile App,9,458.14,20,3298.61,2.0
ORD10137,05-07-2025,CUST4365,Sita,Pune,Snacks,Bread,Store,3,98.98,20,237.55,
ORD10138,2025/01/29,CUST5169,Kiran,Hyderabad,Frozen Foods,Cake,Offline,9,241.94,10,1959.71,4.0
ORD10139,2025/01/24,CUST3948,Rahul,Hyderabad City,Frozen Foods,Chips,Mobile App,2,493.35,15,838.7,4.0
ORD10140,2025/07/15,CUST4648,Sneha,Hyderabad,Snacks,Milk,Web,6,76.94,20,369.31,2.0
ORD10141,2025/10/06,CUST7868,Sneha,Hyderabad,Beverages,Bread,Offline,3,152.31,25,342.7,1.0
ORD10142,01-11-2025,CUST3295,Vijay,Bengaluru,Beverages,Chips,Store,1,213.09,5,202.44,1.0
ORD10143,03 Nov 2025,CUST3869,Rahul,Mumbai,Bakery,Milk,Mobile App,9,126.1,10,1021.41,5.0
ORD10144,26 Jun 2025,CUST8758,Sneha,Bangalore,Beverages,Cookies,Web,7,91.62,15,545.14,5.0
ORD10145,2025/03/15,CUST2295,Ravi,Pune,Beverage,Juice,Online,3,206.44,10,557.39,
ORD10146,08-04-2025,CUST4555,Priya,Pune,Beverages,Chips,Web,4,406.23,20,1299.94,5.0
ORD10147,08-01-2025,CUST7498,Anil,Bangalore,Bakery,Soft Drink,Web,8,458.93,25,2753.58,2.0
ORD10148,2025/07/14,CUST4328,Rahul,Chennai,Beverage,Cookies,Mobile App,8,243.68,25,1462.08,3.0
ORD10149,24 Apr 2025,CUST9180,,Chennai,Beverage,Juice,Mobile App,4,178.34,15,606.36,2.0
ORD10150,25 Nov 2025,CUST9584,Vijay,Hyderabad,Snacks,Cookies,Online,9,254.39,20,1831.61,1.0
ORD10151,31-07-2025,CUST8916,Anil,Pune,Snacks, Milk ,Online,9,238.88,0,2149.92,
ORD10152,30-07-2025,CUST2753,Ravi,HYD,Bakery,Ice Cream,Offline,5,28.23,25,105.86,2.0
ORD10153,14 Nov 2025,CUST4700,Priya,Bengaluru,Frozen Foods,Ice Cream,Online,2,199.06,15,338.4,2.0
ORD10154,29-11-2025,CUST8109,Sita,Chennai,Bakery,Juice,Online,1,325.64,25,244.23,4.0
ORD10155,22-01-2025,CUST1539,Anil,Hyderabad City,Beverage,Cake,Online,2,348.53,10,627.35,5.0
ORD10156,28-10-2025,CUST6435,Sneha,Mumbai,Frozen Foods,Ice Cream,Offline,4,292.01,15,992.83,5.0
ORD10157,19 Dec 2025,CUST7499,Sita,Chennai,Snacks,Cookies,Web,7,131.43,0,920.01,5.0
ORD10158,2025/08/19,CUST5037,Anil,HYD,Snacks,Juice,Web,10,337.12,0,3371.2,3.0
ORD10159,31 Dec 2025,CUST2674,Kiran,Hyderabad City,Snacks,Cookies,Offline,2,22.49,10,40.48,3.0
ORD10160,13 Oct 2025,CUST5781,Sneha,Mumbai,Dairy,Soft Drink,Online,2,306.52,10,551.74,1.0
ORD10161,14-10-2025,CUST5521,Kiran,Mumbai,Beverage,Milk,Mobile App,5,148.84,5,706.99,4.0
ORD10162,2025/07/04,CUST6443,Anil,Mumbai,Beverage,Cake,Mobile App,4,239.77,5,911.13,4.0
ORD10163,30 Nov 2025,CUST9044,Kiran,Bangalore,Beverage,Bread,Mobile App,3,483.0,10,1304.1,
ORD10164,2025/07/21,CUST8563,Sita,Bangalore,Dairy,Bread,Web,9,106.37,20,765.86,
ORD10165,2025/02/05,CUST8851,Vijay,Mumbai,Bakery,Ice Cream,Store,3,363.31,15,926.44,5.0
ORD10166,2025/12/21,CUST6816,Ravi,Hyderabad City,Frozen Foods,Cookies,Store,9,305.03,0,2745.27,2.0
ORD10167,27 Nov 2025,CUST9499,Sneha,Bangalore,Dairy,Cookies,Web,7,70.85,0,495.95,5.0
ORD10168,14 Dec 2025,CUST3321,Kiran,Chennai,Beverage,Chips,Web,5,219.67,0,1098.35,
ORD10169,16 Apr 2025,CUST2885,Vijay,Hyderabad,Beverage,Soft Drink,Online,8,173.08,10,1246.18,
ORD10170,26 Mar 2025,CUST4022,Anil,Hyderabad City,Frozen Foods,Milk,Mobile App,7,480.06,5,3192.4,
ORD10171,11-11-2025,CUST2667,Vijay,Hyderabad City,Beverage, Juice ,Web,4,118.78,25,356.34,1.0
ORD10172,2025/02/28,CUST3826,Vijay,Bengaluru,Bakery,Cookies,Store,10,208.42,0,2084.2,4.0
ORD10173,2025/03/10,CUST7286,Sita,Mumbai,Beverages,Soft Drink,Mobile App,3,265.2,15,676.26,5.0
ORD10174,22 Dec 2025,CUST1157,Kiran,Pune,Beverages,Cake,Offline,3,171.0,15,436.05,3.0
ORD10175,15 Oct 2025,CUST5785,Vijay,Hyderabad,Beverage,Cake,Offline,8,254.58,0,2036.64,2.0
ORD10176,2025/03/28,CUST8231,Vijay,Bangalore,Dairy,Soft Drink,Online,5,392.05,10,1764.23,1.0
ORD10177,01-12-2025,CUST4882,Priya,Bangalore,Frozen Foods,Chips,Store,6,433.86,0,2603.16,1.0
ORD10178,30 Dec 2025,CUST9827,Sneha,Hyderabad City,Beverage,Milk,Web,4,406.61,20,1301.15,3.0
ORD10179,17 May 2025,CUST5090,Sita,Hyderabad City,Frozen Foods,Juice,Web,5,436.18,5,2071.86,2.0
ORD10180,2025/12/13,CUST7600,Vijay,Bengaluru,Frozen Foods,Ice Cream,Web,7,236.96,25,1244.04,1.0
ORD10181,2025/09/07,CUST9756,Ravi,Mumbai,Beverages,Soft Drink,Mobile App,8,324.72,25,1948.32,1.0
ORD10182,2025/09/11,CUST1793,Rahul,Hyderabad,Snacks,Cookies,Mobile App,3,291.75,15,743.96,
ORD10040,2025/08/14,CUST2529,Ravi,Chennai,Beverage,Juice,Online,3,443.43,10,1197.26,3.0
ORD10184,29-11-2025,CUST4496,Ravi,Pune,Snacks,Ice Cream,Offline,4,226.03,0,904.12,1.0
ORD10185,23 Sep 2025,CUST2463,,HYD,Snacks,Cookies,Web,7,353.13,15,2101.12,4.0
ORD10186,03-06-2025,CUST3688,Sneha,Pune,Beverage,Milk,Offline,3,52.84,20,-126.82,
ORD10187,2025/03/19,CUST8035,Vijay,Chennai,Beverages,Soft Drink,Offline,3,381.17,20,914.81,3.0
ORD10188,13-02-2025,CUST7418,Priya,Bengaluru,Frozen Foods,Chips,Online,5,118.61,20,474.44,
ORD10189,2025/05/03,CUST3162,Sneha,Mumbai,Bakery,Cake,Mobile App,2,273.58,0,547.16,3.0
ORD10190,16-12-2025,CUST7520,Vijay,Bengaluru,Frozen Foods, Soft Drink ,Store,2,26.62,5,50.58,1.0
ORD10191,05 Aug 2025,CUST9788,Sneha,Chennai,Dairy,Milk,Store,5,57.93,5,275.17,2.0
ORD10192,29 Nov 2025,CUST8428,Sita,Hyderabad,Beverage,Juice,Offline,4,47.79,0,191.16,1.0
ORD10193,29-12-2025,CUST2934,Ravi,Hyderabad,Beverage,Cookies,Mobile App,5,100.14,5,475.66,3.0
ORD10194,2025/02/02,CUST2889,Sita,Bangalore,Frozen Foods,Cookies,Store,10,100.1,5,950.95,1.0
ORD10003,06-05-2025,CUST4678,Vijay,Chennai,Beverages,Milk,Mobile App,1,285.38,25,214.03,4.0
ORD10196,2025/06/13,CUST2129,Sita,Pune,Beverage,Soft Drink,Web,1,106.09,20,84.87,4.0
ORD10197,2025/10/11,CUST9083,Ravi,Bangalore,Frozen Foods,Ice Cream,Store,5,375.0,5,1781.25,5.0
ORD10198,06-05-2025,CUST1023,Ravi,Mumbai,Frozen Foods,Chips,Web,6,325.25,25,1463.62,3.0
ORD10199,29-09-2025,CUST9515,Sneha,Mumbai,Frozen Foods,Chips,Web,3,361.59,0,1084.77,2.0
ORD10200,13 Feb 2025,CUST5778,Sita,Bengaluru,Beverage,Juice,Mobile App,10,49.9,25,374.25,2.0
ORD10201,2025/06/17,CUST3693,Vijay,Pune,Dairy,Soft Drink,Web,3,394.37,20,946.49,1.0
ORD10202,2025/10/02,CUST1660,Anil,Bangalore,Beverage,Cake,Offline,2,63.4,25,95.1,
ORD10203,2025/05/08,CUST5093,Sneha,HYD,Dairy,Ice Cream,Online,3,34.92,15,89.05,5.0
ORD10204,13-03-2025,CUST5240,Ravi,HYD,Snacks,Bread,Online,7,198.68,25,1043.07,1.0
ORD10205,2025/11/27,CUST7471,Kiran,Pune,Snacks,Cookies,Mobile App,8,44.31,20,283.58,
ORD10206,2025/03/30,CUST5835,Anil,Pune,Dairy,Ice Cream,Store,3,36.63,20,87.91,
ORD10207,2025/02/14,CUST6883,Sneha,Pune,Bakery,Bread,Mobile App,9,139.59,20,1005.05,4.0
ORD10208,17 Oct 2025,CUST9674,Rahul,Chennai,Bakery, Milk ,Offline,10,125.13,10,1126.17,4.0
ORD10209,21-02-2025,CUST3885,Anil,Bangalore,Bakery,Chips,Web,4,296.33,15,1007.52,2.0
ORD10210,2025/12/24,CUST9882,Ravi,Bengaluru,Beverages,Cookies,Mobile App,10,88.21,5,837.99,4.0
ORD10211,29-01-2025,CUST6301,,Hyderabad,Snacks, Cake ,Offline,10,116.7,5,1108.65,2.0
ORD10212,14-03-2025,CUST3580,Rahul,Mumbai,Frozen Foods,Cookies,Mobile App,7,301.29,10,1898.13,2.0
ORD10213,31 Mar 2025,CUST7415,Rahul,Hyderabad,Beverages,Milk,Store,5,81.13,25,-304.24,
ORD10214,10-11-2025,CUST6500,Sita,Pune,Snacks,Milk,Web,2,134.24,10,241.63,1.0
ORD10215,21-12-2025,CUST7783,Rahul,Pune,Dairy,Soft Drink,Web,1,205.25,25,153.94,2.0
ORD10216,2025/02/21,CUST2215,Anil,Chennai,Beverages,Soft Drink,Mobile App,1,161.56,10,145.4,1.0
ORD10217,08 Feb 2025,CUST3573,Sita,Hyderabad,Snacks,Cake,Web,7,472.37,5,3141.26,4.0
ORD10218,2025/04/08,CUST1893,Priya,Chennai,Snacks,Ice Cream,Mobile App,1,208.59,20,166.87,2.0
ORD10219,05 Dec 2025,CUST7512,Vijay,Pune,Dairy,Chips,Web,5,488.99,15,2078.21,3.0
ORD10220,2025/10/06,CUST5400,Kiran,Hyderabad,Beverages,Juice,Online,8,41.42,15,281.66,2.0
ORD10221,26 Jun 2025,CUST8779,Sneha,Bangalore,Dairy,Bread,Web,7,412.83,15,2456.34,
ORD10222,18 Jan 2025,CUST2283,Kiran,Mumbai,Beverages,Cake,Offline,3,486.64,5,1386.92,4.0
ORD10223,2025/05/13,CUST9561,Sita,Mumbai,Snacks,Juice,Mobile App,5,269.45,0,1347.25,5.0
ORD10224,18 Oct 2025,CUST8955,Sita,Pune,Snacks,Soft Drink,Offline,9,442.47,15,3384.9,
ORD10225,15 Mar 2025,CUST6535,,Bengaluru,Beverage,Cookies,Web,1,377.96,10,340.16,1.0
ORD10226,23 Dec 2025,CUST2462,Sita,Bangalore,Dairy,Bread,Offline,8,391.53,10,2819.02,4.0
ORD10227,28 Jul 2025,CUST7609,Vijay,Hyderabad City,Bakery,Cookies,Store,9,399.92,0,3599.28,5.0
ORD10049,13-04-2025,CUST3029,,Hyderabad,Beverages,Chips,Web,4,151.51,15,515.13,
